id,year,Latitude,Longtitude,location,country,main_descriptor,secondary_descriptor,additional_descriptor,depth,exp_year,soc.value,soc.value_units,labmethod,crop,soil type,average slope,average elevation
51,2015,-2.096,119.624,NA,Indonesia,Land use,Perennial,Monocrop,0-5,25,3.13,%,Walkley and Black,Oil palm,"Ultisols, Inceptisols, Spodosols, Oxisols and Entisols",NA,NA
120,2020,16.929,121.054,Poblacion – middle,Philippines,Land use,Annual,Monocrop,0-10,NA,3.15,%,CN analyzer,Rice,NA,NA,NA
16,2021,14.203,108.267,Cat Tien (Dong Nai) National Park,Vietnam,Land use,Perennial,Monocrop,0-5,30,3.16,%,CN analyzer,Grassland,NA,NA,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,2,3.18,%,CN analyzer,Rice,NA,36,721.5
70,2014,20.9,105.567,Xuan Mai,Vietnam,Land use,Perennial,Monocrop,0-5,20,3.18,%,Walkley,Pine,NA,38.4,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-10,1,3.19,%,CN analyzer,Rice,NA,38,721.5
171,2022,-3.765,103.91,"Sodong, Sumatra",Indonesia,Land use,Perennial,Initial,0-10,0,3.2,%,Walkley and Black,Eucalyptus,Ultisol,NA,110
68,2013,3.757,113.765,Rumah Muyang,Malaysia,Land use,Perennial,Initial,0-10,0,3.2,%,Isotope ratio mass spectrometry (IRMS),Oil palm,Ultisols,8.5,100
111,2017,18.999,100.678,Ban Huai Puk,Thailand,Land use,Annual,Monocrop,0-5,3,3.211,%,Isotope ratio mass spectrometry (IRMS),Maize,Ultisols,36.7,550
111,2017,18.999,100.678,Ban Huai Puk,Thailand,Land use,Annual,Monocrop,0-5,10,3.225,%,Isotope ratio mass spectrometry (IRMS),Maize,Ultisols,36.7,550
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-10,3,3.23,%,CN analyzer,Rice,NA,37,721.5
120,2020,16.857,120.994,Hapao – middle,Philippines,Land use,Annual,Monocrop,10-30,NA,3.23,%,CN analyzer,Rice,NA,NA,NA
6,2022,-7,107,West Java,Indonesia,Intervention,Organic management,Non organic,0-30,NA,3.25,%,Kumies spectrophotometric method,Coffee,NA,NA,NA
208,2010,-6.5,-107,West Java,Indonesia,Intervention,Organic management,Organic,0-15,2,3.27,%,CN analyzer,Tomato,NA,NA,960
208,2010,-6.5,-107,West Java,Indonesia,Intervention,Organic management,Non organic,0-15,NA,3.27,%,CN analyzer,"Broccoli, Cauliflower",NA,NA,960
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,2,3.27,%,CN analyzer,Rice,NA,38,721.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,2,3.28,%,CN analyzer,Rice,NA,28,721.5
68,2013,3.774,113.744,Rumah Ulat,Malaysia,Land use,Perennial,Rotation,0-10,NA,3.3,%,Isotope ratio mass spectrometry (IRMS),"Rice, Pepper, Rubber",Ultisols,8.5,100
14,2021,19.314,103.492,Viengkham,Laos,Land use,Annual,Rotation,0-5,8.5,3.3,%,CN analyzer,NA,Acrisols,NA,600
120,2020,11.443,122.769,Bangaan – middle,Philippines,Land use,Annual,Monocrop,0,NA,3.32,%,CN analyzer,Rice,NA,NA,NA
60,2016,-6.867,106.945,Sukabumi,Indonesia,Land use,Annual,Rotation,7-16,NA,3.323,%,CN analyzer,"Cassava, Maize",Andosol,NA,981
120,2020,16.929,121.054,Poblacion – lower,Philippines,Land use,Annual,Monocrop,0-10,NA,3.35,%,CN analyzer,Rice,NA,NA,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-10,2,3.36,%,CN analyzer,Rice,NA,38,721.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,0,3.37,%,CN analyzer,Rice,NA,27,721.5
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,0-15,4,3.37,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
14,2021,19.314,103.492,Viengkham,Laos,Land use,Annual,Rotation,0-5,NA,3.4,%,CN analyzer,NA,Acrisols,NA,600
208,2010,-6.5,-107,West Java,Indonesia,Intervention,Organic management,Non organic,0-15,NA,3.41,%,CN analyzer,Potatoes,NA,NA,1360
60,2016,-6.867,106.945,Sukabumi,Indonesia,Land use,Annual,Rotation,13-28,NA,3.437,%,CN analyzer,"Cassava, Maize",Andosol,NA,969
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,3,3.45,%,CN analyzer,Rice,NA,28,721.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,0,3.49,%,CN analyzer,Rice,NA,37,721.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,3,3.49,%,CN analyzer,Rice,NA,27,721.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-10,0,3.49,%,CN analyzer,Rice,NA,33,721.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-10,2,3.5,%,CN analyzer,Rice,NA,40,721.5
68,2013,3.774,113.744,Rumah Ulat,Malaysia,Land use,Perennial,Initial,0-10,0,3.5,%,Isotope ratio mass spectrometry (IRMS),Oil palm,Ultisols,8.5,100
120,2020,16.857,120.994,Hapao – middle,Philippines,Land use,Annual,Monocrop,0,NA,3.52,%,CN analyzer,Rice,NA,NA,NA
60,2016,-6.867,106.945,Sukabumi,Indonesia,Land use,Annual,Rotation,0-7,NA,3.522,%,CN analyzer,"Cassava, Maize",Andosol,NA,981
6,2022,-7,107,West Java,Indonesia,Intervention,Organic management,Organic,0-30,NA,3.54,%,Kumies spectrophotometric method,Coffee,NA,NA,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,1,3.54,%,CN analyzer,Rice,NA,28,721.5
6,2022,-7,107,West Java,Indonesia,Intervention,Organic management,Non organic,0-30,NA,3.548,%,Kumies spectrophotometric method,Coffee,NA,NA,NA
208,2010,-6.5,-107,West Java,Indonesia,Intervention,Organic management,Organic,0-15,23,3.55,%,CN analyzer,Tomato,NA,NA,960
120,2020,16.857,120.994,Hapao – middle,Philippines,Land use,Annual,Monocrop,0-10,NA,3.55,%,CN analyzer,Rice,NA,NA,NA
60,2016,-6.867,106.945,Sukabumi,Indonesia,Land use,Annual,Rotation,0-13,NA,3.57,%,CN analyzer,"Cassava, Maize",Andosol,NA,969
51,2015,-2.096,119.624,NA,Indonesia,Land use,Perennial,Monocrop,0-5,25,3.57,%,Walkley and Black,Oil palm,"Ultisols, Inceptisols, Spodosols, Oxisols and Entisols",NA,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-10,0,3.58,%,CN analyzer,Rice,NA,40,721.5
120,2020,16.929,121.054,Poblacion – lower,Philippines,Land use,Annual,Monocrop,0,NA,3.59,%,CN analyzer,Rice,NA,NA,NA
68,2013,3.774,113.744,Rumah Ulat,Malaysia,Land use,Perennial,Monocrop,0-10,3,3.6,%,Isotope ratio mass spectrometry (IRMS),Oil palm,Ultisols,8.5,100
120,2020,16.857,120.994,Hapao – lower,Philippines,Land use,Annual,Monocrop,0-10,NA,3.6,%,CN analyzer,Rice,NA,NA,NA
204,2013,-0.06,102,Sumatra,Indonesia,Intervention,Fertilization,With fertilization – 100 kg P/ha,NA,1,3.6,%,CN analyzer,Acacia,Acrisol,NA,NA
60,2016,-6.867,106.945,Sukabumi,Indonesia,Land use,Annual,Rotation,9-23,NA,3.616,%,CN analyzer,"Cassava, Maize",Andosol,NA,972
208,2010,-6.5,-107,West Java,Indonesia,Intervention,Organic management,Non organic,0-15,NA,3.63,%,CN analyzer,Tomato,NA,NA,960
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-10,1,3.66,%,CN analyzer,Rice,NA,40,721.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,3,3.69,%,CN analyzer,Rice,NA,36,721.5
111,2017,18.999,100.678,Ban Huai Puk,Thailand,Land use,Annual,Monocrop,0-5,7,3.699,%,Isotope ratio mass spectrometry (IRMS),Maize,Ultisols,36.7,550
204,2013,-0.06,102,Sumatra,Indonesia,Intervention,Fertilization,With fertilization – 100 kg P/ha,NA,2,3.7,%,CN analyzer,Acacia,Acrisol,NA,NA
60,2016,-6.88,106.941,Sukabumi,Indonesia,Land use,Annual,Rotation,22-30,NA,3.752,%,CN analyzer,"Rice, Pak choi",Anthrosol,NA,871
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,0,3.76,%,CN analyzer,Rice,NA,32,721.5
208,2010,-6.5,-107,West Java,Indonesia,Intervention,Organic management,Organic,0-15,8,3.8,%,CN analyzer,Cabbage,NA,NA,960
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,0-5,49,3.8,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
99,1995,19.868,102.189,Luang Prabang and Oudomxay,Laos,Land use,Annual,Monocrop,0-15,NA,3.8,%,Walkley and Black,Rice,Orthic Acrisols,NA,NA
99,1995,19.868,102.189,Luang Prabang and Oudomxay,Laos,Land use,Annual,Fallow,0-15,NA,3.8,%,Walkley and Black,Fallow,Orthic Acrisols,NA,NA
204,2013,-0.06,102,Sumatra,Indonesia,Intervention,Fertilization,Without fertilization,NA,1,3.8,%,CN analyzer,Acacia,Acrisol,NA,NA
208,2010,-6.5,-107,West Java,Indonesia,Intervention,Organic management,Organic,0-15,8,3.81,%,CN analyzer,Scallion,NA,NA,960
111,2017,18.999,100.678,Ban Huai Puk,Thailand,Land use,Annual,Monocrop,0-5,0,3.817,%,Isotope ratio mass spectrometry (IRMS),Maize,Ultisols,36.7,550
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,1,3.91,%,CN analyzer,Rice,NA,37,721.5
60,2016,-6.88,106.941,Sukabumi,Indonesia,Land use,Annual,Rotation,0-8,NA,3.948,%,CN analyzer,"Rice, Pak choi",Anthrosol,NA,870
60,2016,-6.88,106.941,Sukabumi,Indonesia,Land use,Annual,Rotation,10-22,NA,3.949,%,CN analyzer,"Rice, Pak choi",Anthrosol,NA,871
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,2,3.95,%,CN analyzer,Rice,NA,37,721.5
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,20-30,NA,4,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
60,2016,-6.88,106.941,Sukabumi,Indonesia,Land use,Annual,Rotation,22-29,NA,4.002,%,CN analyzer,"Rice, Pak choi",Anthrosol,NA,870
208,2010,-6.5,-107,West Java,Indonesia,Intervention,Organic management,Non organic,0-15,NA,4.01,%,CN analyzer,Cabbage,NA,NA,1360
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,20-30,NA,4.01,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
60,2016,-6.867,106.945,Sukabumi,Indonesia,Land use,Annual,Rotation,0-9,NA,4.087,%,CN analyzer,"Cassava, Maize",Andosol,NA,972
68,2013,3.774,113.744,Rumah Ulat,Malaysia,Land use,Perennial,Rotation,0-10,NA,4.1,%,Isotope ratio mass spectrometry (IRMS),"Rice, Pepper, Rubber",Ultisols,8.5,100
204,2013,-0.06,102,Sumatra,Indonesia,Intervention,Fertilization,Without fertilization,NA,2,4.1,%,CN analyzer,Acacia,Acrisol,NA,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,0,4.14,%,CN analyzer,Rice,NA,28,721.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,3,4.14,%,CN analyzer,Rice,NA,32,721.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,1,4.15,%,CN analyzer,Rice,NA,36,721.5
4,2021,-3.806,102.317,Bengkulu City,Indonesia,Land use,Perennial,Monocrop,0-10,8,4.184466019,%,Walkley and Black,Oil palm,NA,NA,NA
68,2013,3.757,113.765,Rumah Muyang,Malaysia,Land use,Perennial,Initial,0-10,0,4.2,%,Isotope ratio mass spectrometry (IRMS),Oil palm,Ultisols,8.5,100
114,2022,2.27,98.564,Humbang Hasundutan,Indonesia,Land use,Perennial,Monocrop,0-10,6.5,4.2,%,Not reported,Coffee,"Inceptisol, Ultisol",NA,1450
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,0,4.23,%,CN analyzer,Rice,NA,33,721.5
60,2016,-6.88,106.941,Sukabumi,Indonesia,Land use,Annual,Rotation,0-8,NA,4.245,%,CN analyzer,"Rice, Pak choi",Anthrosol,NA,871
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,2,4.25,%,CN analyzer,Rice,NA,32,721.5
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,5-25,2,4.254237288,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,0-5,2,4.261851016,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
60,2016,-6.88,106.941,Sukabumi,Indonesia,Land use,Annual,Rotation,8-22,NA,4.29,%,CN analyzer,"Rice, Pak choi",Anthrosol,NA,871
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,2,4.3,%,CN analyzer,Rice,NA,27,721.5
114,2022,2.261,98.586,Humbang Hasundutan District,Indonesia,Land use,Perennial,Monocrop,10-20,6.5,4.3,%,Not reported,Coffee,"Inceptisol, Ultisol",NA,1450
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,0,4.35,%,CN analyzer,Rice,NA,38,721.5
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,10-20,NA,4.35,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,5-25,2,4.372881356,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,0,4.38,%,CN analyzer,Rice,NA,40,721.5
60,2016,-6.88,106.941,Sukabumi,Indonesia,Land use,Annual,Rotation,0-10,NA,4.409,%,CN analyzer,"Rice, Pak choi",Anthrosol,NA,871
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,0,4.41,%,CN analyzer,Rice,NA,38,721.5
70,2014,20.9,105.567,Xuan Mai,Vietnam,Land use,Perennial,Monocrop,0-5,20,4.41,%,Walkley,Acacia,NA,19.4,NA
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,5-25,0,4.43220339,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,1,4.44,%,CN analyzer,Rice,NA,32,721.5
60,2016,-6.88,106.941,Sukabumi,Indonesia,Land use,Annual,Rotation,8-22,NA,4.443,%,CN analyzer,"Rice, Pak choi",Anthrosol,NA,870
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,3,4.5,%,CN analyzer,Rice,NA,33,721.5
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,0-5,2,4.523702032,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,1,4.6,%,CN analyzer,Rice,NA,38,721.5
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,0-15,3,4.63,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,3,4.64,%,CN analyzer,Rice,NA,38,721.5
120,2020,16.857,120.994,Hapao – upper,Philippines,Land use,Annual,Monocrop,10-30,NA,4.7,%,CN analyzer,Rice,NA,NA,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,3,4.73,%,CN analyzer,Rice,NA,38,721.5
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,10-20,NA,4.77,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,5-25,3,4.788135593,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
70,2014,20.9,105.567,Xuan Mai,Vietnam,Land use,Perennial,Monocrop,0-5,3,4.79,%,Walkley,Acacia,NA,36.4,NA
4,2021,-3.806,102.317,Bengkulu City,Indonesia,Land use,Annual,Rotation,0-10,NA,4.834951456,%,Walkley and Black,Seasonal crops,NA,NA,NA
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,5-10,NA,4.94,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,1,4.97,%,CN analyzer,Rice,NA,27,721.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,3,5.11,%,CN analyzer,Rice,NA,37,721.5
120,2020,16.857,120.994,Hapao – upper,Philippines,Land use,Annual,Monocrop,0-10,NA,5.11,%,CN analyzer,Rice,NA,NA,NA
120,2020,16.857,120.994,Hapao – lower,Philippines,Land use,Annual,Monocrop,0,NA,5.13,%,CN analyzer,Rice,NA,NA,NA
196,2021,2,115,Henda,Indonesia,Land use,Annual,Monocrop,0-30,5,5.13,%,Walkley and Black,Watermelon,Histosols,NA,2.5
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,5-25,1,5.144067797,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
70,2014,20.9,105.567,Xuan Mai,Vietnam,Land use,Perennial,Monocrop,0-5,10,5.17,%,Walkley,Lemon grass,NA,7,NA
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,0-5,NA,5.26,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
120,2020,16.857,120.994,Hapao – upper,Philippines,Land use,Annual,Monocrop,0,NA,5.28,%,CN analyzer,Rice,NA,NA,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,3,5.31,%,CN analyzer,Rice,NA,40,721.5
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,0-5,3,5.354401806,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,5-25,1,5.389830508,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,2,5.42,%,CN analyzer,Rice,NA,40,721.5
120,2020,16.857,120.994,Hapao – lower,Philippines,Land use,Annual,Monocrop,10-30,NA,5.42,%,CN analyzer,Rice,NA,NA,NA
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,5-10,NA,5.42,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
196,2021,2,115,Henda,Indonesia,Land use,Perennial,Monocrop,0-30,30,5.43,%,Walkley and Black,"Rubber, Durian, Rambutan, Cempedak",Histosols,NA,2.5
68,2013,3.774,113.744,Rumah Ulat,Malaysia,Land use,Perennial,Rotation,0-10,NA,5.5,%,Isotope ratio mass spectrometry (IRMS),"Rice, Pepper, Rubber",Ultisols,8.5,100
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,20-30,NA,5.67,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,20-30,NA,5.68,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,1,5.74,%,CN analyzer,Rice,NA,40,721.5
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,10-20,NA,5.87,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,10-20,NA,5.93,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,1,5.94,%,CN analyzer,Rice,NA,33,721.5
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,0-5,NA,6,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
114,2022,2.261,98.586,Humbang Hasundutan District,Indonesia,Land use,Perennial,Monocrop,10-20,6.5,6,%,Not reported,Coffee,"Inceptisol, Ultisol",NA,1350
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,2,6.05,%,CN analyzer,Rice,NA,38,721.5
208,2010,-6.5,-107,West Java,Indonesia,Intervention,Organic management,Organic,0-15,5,6.08,%,CN analyzer,Cabbage,NA,NA,1360
196,2021,2,115,Henda,Indonesia,Land use,Agroforestry,Agroforestry,0-30,30,6.11,%,Walkley and Black,"Rubber, Cempedak, Rambai, Durian, Binjai, Rambutan, Hampalam, Manggis, Sentol",Histosols,NA,2.5
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,0-5,1,6.130925508,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
208,2010,-6.5,-107,West Java,Indonesia,Intervention,Organic management,Organic,0-15,5,6.19,%,CN analyzer,Potatoes,NA,NA,1360
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,2,6.19,%,CN analyzer,Rice,NA,33,721.5
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,5-25,1,6.288135593,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,5-10,NA,6.29,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
209,2011,3.03,101.7,Puchong,Malaysia,Intervention,Fertilization,With fertilization - fertilizer + without crop residues,0-15,1,6.3,%,NA,"Maize, Groundnut",Typic Paleudult,NA,31
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,0-5,0,6.347629797,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,0-5,1,6.455981941,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,0-5,NA,6.49,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
137,2018,20.225,103.109,Navene,Laos,Land use,Annual,Monocrop,0-5,1,6.55,%,CN analyzer,Rice,NA,38,721.5
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,5-10,NA,6.55,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
116,2021,-8.477,116.328,Karang Sidemen Village,Indonesia,Land use,Perennial,Rotation,0-5,NA,6.81,%,Walkley and Black,"Avocado, Candlenut, Cocoa, Coffee, Jackfruit, Mangosteen, Guava",NA,NA,612.5
100,1996,-7,107.5,Sukajadi village,Indonesia,Land use,Agroforestry,Agroforestry,0-5,1,7.575620767,%,Walkley and Black,"Agroforestry, Bamboo, Kebun",NA,26.8,NA
209,2011,3.03,101.7,Puchong,Malaysia,Intervention,Fertilization,With fertilization - fertilizer + with crop residues,0-15,2,7.6,%,NA,"Maize, Groundnut",Typic Paleudult,NA,31
209,2011,3.03,101.7,Puchong,Malaysia,Intervention,Fertilization,With fertilization - 0.5 fertilizer rate + with crop residues + 10 Mg/ha chicken manure (2.5 % N),0-15,2,7.7,%,NA,"Maize, Groundnut",Typic Paleudult,NA,31
209,2011,3.03,101.7,Puchong,Malaysia,Intervention,Fertilization,With fertilization - 0.5 fertilizer rate + with crop residues + 10 Mg/ha chicken manure (2.5 % N),0-15,1,8.2,%,NA,"Maize, Groundnut",Typic Paleudult,NA,31
114,2022,2.261,98.586,Humbang Hasundutan District,Indonesia,Land use,Perennial,Monocrop,10-20,6.5,8.6,%,Not reported,Coffee,"Inceptisol, Ultisol",NA,1250
114,2022,2.27,98.564,Humbang Hasundutan,Indonesia,Land use,Perennial,Monocrop,0-10,6.5,8.7,%,Not reported,Coffee,"Inceptisol, Ultisol",NA,1350
114,2022,2.261,98.586,Humbang Hasundutan District,Indonesia,Land use,Perennial,Monocrop,10-20,6.5,8.9,%,Not reported,Coffee,"Inceptisol, Ultisol",NA,> 1500
209,2011,3.03,101.7,Puchong,Malaysia,Intervention,Fertilization,With fertilization - fertilizer + with crop residues,0-15,1,9.1,%,NA,"Maize, Groundnut",Typic Paleudult,NA,31
114,2022,2.27,98.564,Humbang Hasundutan,Indonesia,Land use,Perennial,Monocrop,0-10,6.5,9.5,%,Not reported,Coffee,"Inceptisol, Ultisol",NA,> 1500
172,2022,11.008,106,"Chang Riec Historical - Cultural Forest, Tay Ninh Province",Vietnam,Land use,Perennial,Monocrop,30-50,4,9.51,%,Walkley and Black,Acacia,NA,6.95,48
172,2022,11.008,106,"Chang Riec Historical - Cultural Forest, Tay Ninh Province",Vietnam,Land use,Perennial,Monocrop,20-30,4,10.704,%,Walkley and Black,Acacia,NA,6.95,48
114,2022,2.27,98.564,Humbang Hasundutan,Indonesia,Land use,Perennial,Monocrop,0-10,6.5,11.9,%,Not reported,Coffee,"Inceptisol, Ultisol",NA,1250
172,2022,11.008,106,"Chang Riec Historical - Cultural Forest, Tay Ninh Province",Vietnam,Land use,Perennial,Monocrop,10-20,4,12.036,%,Walkley and Black,Acacia,NA,6.95,48
172,2022,11.008,106,"Chang Riec Historical - Cultural Forest, Tay Ninh Province",Vietnam,Land use,Perennial,Monocrop,0-10,4,12.698,%,Walkley and Black,Acacia,NA,6.95,48
209,2011,3.03,101.7,Puchong,Malaysia,Intervention,Fertilization,With fertilization - fertilizer + without crop residues,0-15,2,12.8,%,NA,"Maize, Groundnut",Typic Paleudult,NA,31
178,2021,4,101,Terla Forest Reserve Cameron Highlands,Malaysia,Intervention,Others,With cover crop or mulching,0-20,NA,14.32,%,Walkley and Black,Magnolia champaca,NA,NA,1404
