id,year,Latitude,Longtitude,location,country,main_descriptor,secondary_descriptor,additional_descriptor,depth,exp_year,soc.value,soc.value_units,labmethod,crop,soil type,average slope,average elevation
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,With fertilization - 287 kg N/ha as potassium nitrate,100-110,3,0.068,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
202,2013,-1.493,120.056,Central Sulawesi,Indonesia,Land use,Agroforestry,Agroforestry,150-250,6,0.078,%,CN analyzer,"Agroforestry, Cacao",Cambisols,NA,585
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,With fertilization - 287 kg N/ha as ammonium sulphate,100-110,3,0.084,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,Without fertilization,100-110,3,0.094,%,Walkley and Black,Taphra stylo,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,Without fertilization,100-110,3,0.095,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,With fertilization - 287 kg N/ha as potassium nitrate,50-60,3,0.107,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,60-100,4,0.12,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,With fertilization - 287 kg N/ha as ammonium sulphate,50-60,3,0.122,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,Without fertilization,50-60,3,0.135,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,Without fertilization,50-60,3,0.143,%,Walkley and Black,Taphra stylo,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,With fertilization - 287 kg N/ha as ammonium sulphate,20-30,3,0.157,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,With fertilization - 287 kg N/ha as potassium nitrate,20-30,3,0.157,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,60-100,8,0.19,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
202,2013,-1.493,120.056,Central Sulawesi,Indonesia,Land use,Agroforestry,Agroforestry,75-150,6,0.191,%,CN analyzer,"Agroforestry, Cacao",Cambisols,NA,585
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,50-70,29,0.2,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,50-70,29,0.2,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,50-70,29,0.2,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,60-100,5,0.2,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,With fertilization - 287 kg N/ha as potassium nitrate,0-10,3,0.207,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,With fertilization - 287 kg N/ha as ammonium sulphate,0-10,3,0.208,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,Without fertilization,0-10,3,0.208,%,Walkley and Black,Taphra stylo,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,Without fertilization,20-30,3,0.209,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,60-100,1,0.21,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,With fertilization - 287 kg N/ha as potassium nitrate,10-20,3,0.214,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,Without fertilization,20-30,3,0.225,%,Walkley and Black,Taphra stylo,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,With fertilization - 287 kg N/ha as ammonium sulphate,10-20,3,0.226,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization,50-70,12,0.24,%,CN analyzer,Oil palm,Ultisols,NA,37.5
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,Without fertilization,10-20,3,0.24,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,Without fertilization,10-20,3,0.244,%,Walkley and Black,Taphra stylo,Oxic Paleustults,NA,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 186 kg N/ha + 203 kg K/ha + 65 kg P/ha per year,50-70,12,0.25,%,CN analyzer,Oil palm,Ultisols,NA,37.5
189,2010,-1.06,116.93,East Kalimantan,Indonesia,Land use,Perennial,Monocrop,59-76,0,0.26,%,CN analyzer,Grassland,Typic Paleudults and Typic Hapludults,NA,75
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization,50-70,12,0.27,%,CN analyzer,Oil palm,Ultisols,NA,37.5
189,2010,-0.7,117.08,East Kalimantan,Indonesia,Land use,Perennial,Monocrop,87-109,12,0.27,%,CN analyzer,Grassland,Typic Paleudults and Typic Hapludults,NA,75
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization,50-70,12,0.28,%,CN analyzer,Oil palm,Ultisols,NA,37.5
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,5,0.28,%,Loss on ignition,Cassava,NA,NA,NA
191,2008,16.43,103.06,Chiang Yuen,Thailand,Intervention,Fertilization,Without fertilization,0-10,3,0.298,%,Walkley and Black,Gamba,Oxic Paleustults,NA,NA
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,50-70,49,0.3,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,50-70,49,0.3,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,50-70,49,0.3,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,30-50,29,0.3,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,30-50,29,0.3,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,30-50,29,0.3,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,1,0.3,%,Loss on ignition,Cassava,NA,NA,NA
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,5,0.3,%,Loss on ignition,Cassava,NA,NA,NA
189,2010,-1.06,116.93,East Kalimantan,Indonesia,Land use,Perennial,Monocrop,35-59,0,0.31,%,CN analyzer,Grassland,Typic Paleudults and Typic Hapludults,NA,75
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,4,0.31,%,Loss on ignition,Cassava,NA,NA,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 26 Mg enriched mulch/ha + 62 kg N/ha + 68 kg K/ha + 22 kg P/ha per year,50-70,12,0.32,%,CN analyzer,Oil palm,Ultisols,NA,37.5
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 186 kg N/ha + 203 kg K/ha + 65 kg P/ha per year,50-70,12,0.32,%,CN analyzer,Oil palm,Ultisols,NA,37.5
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization,50-70,12,0.32,%,CN analyzer,Oil palm,Ultisols,NA,37.5
40,2020,-1.916,102.522,Desa Suban,Indonesia,Land use,Perennial,Monocrop,50-100,19,0.32,%,CN analyzer,Oil palm,NA,NA,85
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Perennial,Monocrop,0-15,1,0.32,%,Loss on ignition,Siratro,NA,NA,NA
202,2013,-1.493,120.056,Central Sulawesi,Indonesia,Land use,Agroforestry,Agroforestry,40-75,6,0.327,%,CN analyzer,"Agroforestry, Cacao",Cambisols,NA,585
152,2008,1.414,110.256,"Padawan District, Serian Division in Sarawak",Malaysia,Land use,Annual,Monocrop,60-90,51,0.327694729,%,Walkley and Black,Rice,Tropudults,70.8,NA
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Perennial,Monocrop,0-15,1,0.33,%,Loss on ignition,Siratro,NA,NA,NA
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,1,0.33,%,Loss on ignition,Verano,NA,NA,NA
189,2010,-0.7,117.08,East Kalimantan,Indonesia,Land use,Perennial,Monocrop,48-87,12,0.34,%,CN analyzer,Grassland,Typic Paleudults and Typic Hapludults,NA,75
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,1,0.34,%,Loss on ignition,Cassava,NA,NA,NA
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Perennial,Monocrop,0-15,5,0.34,%,Loss on ignition,Siratro,NA,NA,NA
2,2020,-3.977,121.41,Konaweha Watershed,Indonesia,Land use,Agroforestry,Agroforestry,52-90,11.5,0.347,%,Walkley and Black,"Agroforestry, Cocoa",Orthic Acrisols; Dystric Fluvisols,NA,NA
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,1,0.35,%,Loss on ignition,Verano,NA,NA,NA
188,2008,-1.13178,120.03868,Palolo Valley,Indonesia,Land use,Agroforestry,Agroforestry,60-100,12,0.35,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,621.5
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 186 kg N/ha + 203 kg K/ha + 65 kg P/ha per year,30-50,12,0.36,%,CN analyzer,Oil palm,Ultisols,NA,37.5
149,2011,2.704,101.743,Sepang Estate,Malaysia,Intervention,Fertilization,Initial,0-20,0,0.365,%,Walkley and Black,Oil palm,Typic Kandiudult,NA,NA
188,2008,-1.13178,120.03868,Palolo Valley,Indonesia,Land use,Agroforestry,Agroforestry,60-100,2.5,0.37,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,621.5
149,2011,2.704,101.743,Sepang Estate,Malaysia,Intervention,Fertilization,Without fertilization,80-100,10,0.372,%,Walkley and Black,Oil palm,Typic Kandiudult,NA,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 26 Mg enriched mulch/ha + 62 kg N/ha + 68 kg K/ha + 22 kg P/ha per year,50-70,12,0.38,%,CN analyzer,Oil palm,Ultisols,NA,37.5
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,4,0.38,%,Loss on ignition,Verano,NA,NA,NA
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Perennial,Monocrop,0-15,5,0.38,%,Loss on ignition,Siratro,NA,NA,NA
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,5,0.38,%,Loss on ignition,Verano,NA,NA,NA
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,30-60,1.5,0.38,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,60-100,1.5,0.38,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 186 kg N/ha + 203 kg K/ha + 65 kg P/ha per year,50-70,12,0.39,%,CN analyzer,Oil palm,Ultisols,NA,37.5
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 186 kg N/ha + 203 kg K/ha + 65 kg P/ha per year,50-70,12,0.39,%,CN analyzer,Oil palm,Ultisols,NA,37.5
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization,30-50,12,0.39,%,CN analyzer,Oil palm,Ultisols,NA,37.5
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Perennial,Monocrop,0-15,4,0.39,%,Loss on ignition,Siratro,NA,NA,NA
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,4,0.39,%,Loss on ignition,Verano,NA,NA,NA
155,1994,16.25,102.733,Khon Kaen,Thailand,Land use,Annual,Monocrop,0-15,5,0.39,%,Loss on ignition,Verano,NA,NA,NA
152,2008,1.414,110.256,"Padawan District, Serian Division in Sarawak",Malaysia,Land use,Annual,Monocrop,60-90,15,0.393784422,%,Walkley and Black,Pepper,Tropudults,70.8,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 26 Mg enriched mulch/ha + 62 kg N/ha + 68 kg K/ha + 22 kg P/ha per year,50-70,12,0.4,%,CN analyzer,Oil palm,Ultisols,NA,37.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,30-50,49,0.4,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,30-50,49,0.4,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,30-50,49,0.4,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,30-50,39,0.4,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,50-70,39,0.4,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,50-70,39,0.4,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,50-70,39,0.4,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,15-30,29,0.4,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
40,2020,-1.946,103.108,Jangga Baru,Indonesia,Land use,Perennial,Monocrop,50-100,15,0.41,%,CN analyzer,Oil palm,NA,NA,91
188,2008,-1.13178,120.03868,Palolo Valley,Indonesia,Land use,Agroforestry,Agroforestry,60-100,3,0.41,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,621.5
149,2011,2.704,101.743,Sepang Estate,Malaysia,Intervention,Fertilization,Without fertilization,60-80,10,0.418,%,Walkley and Black,Oil palm,Typic Kandiudult,NA,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 26 Mg enriched mulch/ha + 62 kg N/ha + 68 kg K/ha + 22 kg P/ha per year,50-70,12,0.42,%,CN analyzer,Oil palm,Ultisols,NA,37.5
40,2020,-1.946,103.108,Jangga Baru,Indonesia,Land use,Perennial,Monocrop,30-50,15,0.42,%,CN analyzer,Oil palm,NA,NA,91
60,2016,-6.536,106.517,Jasinga,Indonesia,Land use,Agroforestry,Agroforestry,83-100,NA,0.424,%,CN analyzer,"Agroforestry, Banana, Cassava",Alisol,NA,238
149,2011,2.704,101.743,Sepang Estate,Malaysia,Intervention,Fertilization,With fertilization - 22.2 Mg/ha.year empty fruit bunches,80-100,10,0.438,%,Walkley and Black,Oil palm,Typic Kandiudult,NA,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization,30-50,12,0.44,%,CN analyzer,Oil palm,Ultisols,NA,37.5
202,2013,-1.493,120.056,Central Sulawesi,Indonesia,Land use,Agroforestry,Agroforestry,20-40,6,0.44,%,CN analyzer,"Agroforestry, Cacao",Cambisols,NA,585
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,30-60,1,0.44,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,30-60,8,0.44,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
2,2020,-3.977,121.41,Konaweha Watershed,Indonesia,Land use,Perennial,Monocrop,52-90,11.5,0.448,%,Walkley and Black,Cocoa,Orthic Acrisols; Dystric Fluvisols,NA,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization,30-50,12,0.45,%,CN analyzer,Oil palm,Ultisols,NA,37.5
60,2016,-6.88,106.941,Sukabumi,Indonesia,Land use,Annual,Rotation,52-75,NA,0.459,%,CN analyzer,"Rice, Pak choi",Anthrosol,NA,871
40,2020,-1.573,102.8,Taman Bukit Sari,Indonesia,Land use,Perennial,Monocrop,50-100,16,0.46,%,CN analyzer,Oil palm,NA,NA,84
188,2008,-1.13178,120.03868,Palolo Valley,Indonesia,Land use,Agroforestry,Agroforestry,60-100,2,0.46,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,621.5
60,2016,-7.448,111.61,Ngawi,Indonesia,Land use,Annual,Rotation,90-115,NA,0.463,%,CN analyzer,"Rice, Tobacco",Anthrosol,NA,79
188,2008,-1.13178,120.03868,Palolo Valley,Indonesia,Land use,Agroforestry,Agroforestry,60-100,4,0.47,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,621.5
60,2016,-7.448,111.61,Ngawi,Indonesia,Land use,Annual,Rotation,47-90,NA,0.475,%,CN analyzer,"Rice, Tobacco",Anthrosol,NA,79
60,2016,-7.445,111.611,Ngawi,Indonesia,Land use,Perennial,Monocrop,100-120,NA,0.477,%,CN analyzer,Sugarcane,Vertisol,NA,80
64,2011,11.55,106.167,Binh Duong province,Vietnam,Land use,Perennial,Monocrop,0-10,6,0.48,%,Walkley and Black,Rubber,Acrisol,NA,38
189,2010,-1.06,116.93,East Kalimantan,Indonesia,Land use,Perennial,Monocrop,15-35,0,0.48,%,CN analyzer,Grassland,Typic Paleudults and Typic Hapludults,NA,75
75,2013,15.081,100.897,Lop Buri Province,Thailand,Land use,Perennial,Rotation,0-15,4,0.48,%,Walkley and Black,"Maize, Meng bean, Mimosa, Crotalaria, Ricebean",Ultisols,NA,NA
188,2008,-1.13178,120.03868,Palolo Valley,Indonesia,Land use,Agroforestry,Agroforestry,60-100,9,0.48,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,621.5
123,2021,-5.351,105.23,Lampung,Indonesia,Intervention,Tillage,Conventional tillage,54-82,20,0.487654321,%,Walkley and Black,Not reported,Oxisols,NA,120
40,2020,-1.916,102.522,Desa Suban,Indonesia,Land use,Perennial,Monocrop,30-50,19,0.5,%,CN analyzer,Oil palm,NA,NA,85
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,15-30,39,0.5,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,15-30,39,0.5,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,30-50,39,0.5,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,30-50,39,0.5,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,15-30,29,0.5,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,15-30,29,0.5,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
188,2008,-17.08787,-64.89567,"Napu Valley, Central Sulawesi",Indonesia,Land use,Agroforestry,Agroforestry,30-60,5,0.5,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,1152.5
149,2011,2.704,101.743,Sepang Estate,Malaysia,Intervention,Fertilization,With fertilization - 22.2 Mg/ha.year empty fruit bunches,60-80,10,0.509,%,Walkley and Black,Oil palm,Typic Kandiudult,NA,NA
177,2021,-7,108,"Parakanmanggu, Pangandaran",Indonesia,Land use,Annual,Rotation,0-20,NA,0.51,%,NA,"Groundnut, Sweet corn",NA,NA,121
75,2013,15.081,100.897,Lop Buri Province,Thailand,Land use,Perennial,Rotation,0-15,4,0.51,%,Walkley and Black,"Maize, Meng bean, Mimosa, Crotalaria, Ricebean",Ultisols,NA,NA
60,2016,-7.447,111.609,Ngawi,Indonesia,Land use,Annual,Rotation,45-75,NA,0.514,%,CN analyzer,"Rice, Tobacco",Anthrosol,NA,78
60,2016,-7.448,111.61,Ngawi,Indonesia,Land use,Annual,Rotation,27-47,NA,0.515,%,CN analyzer,"Rice, Tobacco",Anthrosol,NA,79
60,2016,-6.88,106.941,Sukabumi,Indonesia,Land use,Annual,Rotation,60-85,NA,0.519,%,CN analyzer,"Rice, Pak choi",Anthrosol,NA,871
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 26 Mg enriched mulch/ha + 62 kg N/ha + 68 kg K/ha + 22 kg P/ha per year,30-50,12,0.52,%,CN analyzer,Oil palm,Ultisols,NA,37.5
75,2013,15.081,100.897,Lop Buri Province,Thailand,Land use,Perennial,Rotation,0-15,4,0.52,%,Walkley and Black,"Maize, Meng bean, Mimosa, Crotalaria, Ricebean",Ultisols,NA,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization,30-50,12,0.53,%,CN analyzer,Oil palm,Ultisols,NA,37.5
75,2013,15.081,100.897,Lop Buri Province,Thailand,Land use,Perennial,Rotation,0-15,4,0.53,%,Walkley and Black,"Maize, Meng bean, Mimosa, Crotalaria, Ricebean",Ultisols,NA,NA
40,2020,-1.573,102.8,Taman Bukit Sari,Indonesia,Land use,Perennial,Monocrop,30-50,16,0.54,%,CN analyzer,Oil palm,NA,NA,84
189,2010,-0.7,117.08,East Kalimantan,Indonesia,Land use,Perennial,Monocrop,24-48,12,0.54,%,CN analyzer,Grassland,Typic Paleudults and Typic Hapludults,NA,75
9,2020,-7.669,111.013,Ketapang,Indonesia,Intervention,Organic management,Non organic,0-30,NA,0.55,%,Walkley and Black,Rice,Andosol and Latosol,NA,547.5
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 186 kg N/ha + 203 kg K/ha + 65 kg P/ha per year,30-50,12,0.56,%,CN analyzer,Oil palm,Ultisols,NA,37.5
188,2008,-1.13178,120.03868,Palolo Valley,Indonesia,Land use,Agroforestry,Agroforestry,60-100,5,0.56,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,621.5
60,2016,-7.445,111.611,Ngawi,Indonesia,Land use,Perennial,Monocrop,48-90,NA,0.568,%,CN analyzer,Sugarcane,Vertisol,NA,78
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 26 Mg enriched mulch/ha + 62 kg N/ha + 68 kg K/ha + 22 kg P/ha per year,30-50,12,0.57,%,CN analyzer,Oil palm,Ultisols,NA,37.5
60,2016,-7.444,111.609,Ngawi,Indonesia,Land use,Perennial,Monocrop,48-80,NA,0.571,%,CN analyzer,Sugarcane,Vertisol,NA,80
60,2016,-7.445,111.611,Ngawi,Indonesia,Land use,Perennial,Monocrop,55-100,NA,0.575,%,CN analyzer,Sugarcane,Vertisol,NA,80
75,2013,15.081,100.897,Lop Buri Province,Thailand,Land use,Perennial,Rotation,0-15,4,0.58,%,Walkley and Black,"Maize, Meng bean, Mimosa, Crotalaria, Ricebean",Ultisols,NA,NA
188,2008,-1.13178,120.03868,Palolo Valley,Indonesia,Land use,Agroforestry,Agroforestry,60-100,15,0.58,%,NA,"Agroforestry, Cocoa, Gliricidia",NA,NA,621.5
2,2020,-3.977,121.41,Konaweha Watershed,Indonesia,Land use,Agroforestry,Agroforestry,21-51,11.5,0.581,%,Walkley and Black,"Agroforestry, Cocoa",Orthic Acrisols; Dystric Fluvisols,NA,NA
2,2020,-3.977,121.41,Konaweha Watershed,Indonesia,Land use,Perennial,Monocrop,21-51,11.5,0.582,%,Walkley and Black,Cocoa,Orthic Acrisols; Dystric Fluvisols,NA,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 186 kg N/ha + 203 kg K/ha + 65 kg P/ha per year,30-50,12,0.59,%,CN analyzer,Oil palm,Ultisols,NA,37.5
152,2008,1.414,110.256,"Padawan District, Serian Division in Sarawak",Malaysia,Land use,Annual,Monocrop,30-60,51,0.592053501,%,Walkley and Black,Rice,Tropudults,70.8,NA
35,2021,3.482,98.843,Medan,Indonesia,Intervention,Fertilization,With fertilization – 26 Mg enriched mulch/ha + 62 kg N/ha + 68 kg K/ha + 22 kg P/ha per year,30-50,12,0.6,%,CN analyzer,Oil palm,Ultisols,NA,37.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,15-30,49,0.6,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
168,2018,3.757,113.765,Sarawak,Malaysia,Land use,Perennial,Monocrop,15-30,49,0.6,%,CN analyzer,Oil palm,Ferralsols,NA,62.5
68,2013,3.774,113.744,Rumah Ulat,Malaysia,Land use,Perennial,Monocrop,10-20,15,0.6,%,Isotope ratio mass spectrometry (IRMS),Oil palm,Ultisols,8.5,100
75,2013,15.081,100.897,Lop Buri Province,Thailand,Land use,Perennial,Rotation,0-15,4,0.61,%,Walkley and Black,"Maize, Meng bean, Mimosa, Crotalaria, Ricebean",Ultisols,NA,NA
75,2013,15.081,100.897,Lop Buri Province,Thailand,Land use,Perennial,Rotation,0-15,4,0.61,%,Walkley and Black,"Maize, Meng bean, Mimosa, Crotalaria, Ricebean",Ultisols,NA,NA
75,2013,15.081,100.897,Lop Buri Province,Thailand,Land use,Perennial,Rotation,0-15,4,0.61,%,Walkley and Black,"Maize, Meng bean, Mimosa, Crotalaria, Ricebean",Ultisols,NA,NA
55,2018,20.958,101.4,Luang Namtha district,Laos,Land use,Perennial,Monocrop,60-80,17.5,0.61,%,Isotope ratio mass spectrometry (IRMS),Rubber,NA,NA,700
149,2011,2.704,101.743,Sepang Estate,Malaysia,Intervention,Fertilization,Without fertilization,40-60,10,0.612,%,Walkley and Black,Oil palm,Typic Kandiudult,NA,NA
